address_id,raw_address
400278918,"Khóm Vĩnh Tây 2, Núi Sam, Châu Đốc, An Giang"
400118452,"Cẩm Sơn, Cai Lậy, Tiền Giang"
400111727,Số 02 - Đường Nguyễn Thị Minh Khai - TP Hà Tĩnh
400051997,"xã Văn Giáo, Huyện Tịnh Biên, An Giang"
400129762,"177 Ấp Lồ Ồ, An Tây, Bến Cát, Bình Dương"
400008637,Phố Mới - TT Me - Huyện Gia Viễn - Tỉnh Ninh Bình
400102977,"Diễn Vạn, Diễn Châu, Nghệ An"
1000000877,CN BẮC AN GIANG
400271211,"185/12 Nguyễn Thị Minh Khai, Phước Hoà, Nha Trang, Khánh Hoà"
400160227,"Tam Xuân 1, Núi Thành, Quảng Nam"
400065656,Tam Đàn – Phú Ninh - Quảng Nam
400131455,"TÂM THẮNG, CƯ JUT"
400188951,"468/13 Nguyễn Văn Luông, Phường 12, Quận 6, TPHCM"
400127442,"K24, HUNG BINH, TP VINH, NGHE AN"
400197723,"Xóm 1Xã Diễn Xuân, Diễn Châu, Nghệ An"
400056421,"156, Lê Độ, Tp. Đà Nẵng"
400059473,"Lầu 12, Cao ốc Văn phòng 36 Bùi Thị Xuân,Phường Bến Thành, Quận 1, Tp. HCM"
400244958,"Xuân Hòa Đông, Hải Hòa, Hải Hậu, Nam Định"
400280194,"Tổ 12, Cự Khối, Long Biên, Hà Nội"
400057565,"Xóm 9, Thụy Lôi, Kim Bảng, Hà Nam"
400015557,"Cát Bà, Cát Hải, Hải Phòng"
400106034,SỐ 3A - NGUYỄN TRÃI - TP.VINH - NGHỆ AN
400060175,"Tổ 14, Ấp Hòa Phú, Hòa Tịnh, CG, TG"
400235417,"722 Trần Phú, Phường Lộc Tiến, Thành Phố Bảo Lộc, Tỉnh Lâm Đồng"
400137436,"33 KP Nguyễn Trãi, P. Lái Thiêu, TX. Thuận An, Tỉnh Bình Dương"
400067566,"Sn 180 Tân Dân, Tân Thuận Tây, Tp.Cao Lãnh, Đồng Tháp"
400178280,"GIA LỘC, HẢI DƯƠNG"
400096657,"ấp minh kiên, Xã Minh Thuận, H.U Minh Thượng,Kiên Giang"
400267583,"38 Tân Hòa, Tân Thanh, Giồng Trôm, Bến Tre"
400262145,"B70/19 Nguyễn Thần Hiến, Phường 18, Quận 04, Thành Phố Hồ Chí Minh"
400246437,"KP5, Uyên Hưng, Tân Uyên, Bình Dương"
400263137,"Thôn Đại Cát 2Xã Ninh Phụng, TX. Ninh Hòa, Khánh Hòa"
400099300,"Ấp 1, Bình Thới, Bình Đại, Bến Tre"
400206806,"G12/10A Ấp 7, Lê Minh Xuân, Bình Chánh, Tp HCM"
400280071,"Thửa Đất Số 836, Tờ Bản Đồ Số 41,Đường Khánh Bình 50, Khu Phố Bình Chánh, Phường Khánh Bình, Thành Phố Tân Uyên, Tỉnh Bì"
400273772,"TT Cty Cầu 7, Tổ 5, Phú Mỹ, Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
400185672,"4/13 Lê Văn Lương, KP 2Phường Tân Hưng, Q. 7, TP. Hồ Chí Minh"
400010364,Đồng Thành - Yên Thành - Nghệ An
400117337,"49/6 Đinh Tiên Hoàng, P.3, Q. Bình Thạnh, TP. HCM"
400107718,"47A/86 Trần Văn Đang, P.9, Q.3, Tp.HCM"
400007649,"Nhà đất tại thửa 610, bản đồ số 4-04, P.5, Tân An, Long An"
400038331,"Lô B1, Đường Số 6, KCN Sông Mây, Xã Bắc Sơn,Huyện Trảng Bom, Tỉnh Đồng Nai, Việt Nam"
400172093,"Số 34 - Ngõ 245 Mai DịchPhường Mai Dịch, Q. Cầu Giấy, Hà Nội"
400169718,"Trần Phú, Máy Tơ, Ngô Quyền, Hải Phòng."
400037607,"157/13/7 D2, PHƯỜNG 25, BÌNH THẠNH, TP. HCM"
400061823,"Phước Vĩnh, Phú Giáo, Bình Dương"
400001118,"SO 97 ME LINHLE CHAN, HAI PHONG"
400093201,"39/1 Hoàng Hoa Thám, P2, VT"
400227832,"KP2, Long Phước, Phước Long, Bình Phước"
400110212,"Thị Trấn Thới Lai, Huyện Thới Lai, TP Cần Thơ."
400257208,"Thôn Cổ Bi 3, Phong Sơn, Phong Điền, TT Huế"
400140763,"ẤP 4, BÌNH THỚI, BÌNH ĐẠI, BẾN TRE"
400207917,"128/24, Tổ 2, Vạn Phúc, Hà Đông, Hà Nội"
400031602,"349A Đường Cây Gõ, Ấp Phú Bình, Xã An Phú, Củ Chi"
400230231,"Tổ 6, KP3, Thị Trấn Vĩnh An, Vĩnh Cửu, Đồng Nai"
400220035,Tổ 73 Khu 5 Hiệp Thành Thủ Dầu Một
400098741,"Đường Nguyễn Ái Quốc, P. Quang Vinh, Biên Hòa, Đồng Nai"
400037977,"T10, K2, P.YẾT KIÊU, TP -HL"
400127537,"Km16 Đường 353, P.Minh Đức, Đồ Sơn, Hải Phòng"
400069078,"894 NGÔ QUYỀN, TT CÁI VÒM. H. BÌNH MINH, T. VĨNH LONG"
400236334,"Tổ 21 Cụm 3 Xuân La, Tây Hồ, Hà Nội"
3500000515,"Số 273 Kim Mã,P.Giảng Võ,Q.Ba Đình,Hà Nội"
400214880,"Phường Phúc Thắng, Thành Phố Phúc Yên, Tỉnh Vĩnh Phúc"
400162615,"02/2B Bình DươngP. Long Bình Tân, TP. Biên Hòa, Ðồng Nai"
300002818,"Tổ 7 Điểm Kinh Tế Mới,  Sông Cầu, Khánh Vĩnh,  Khánh Hòa"
400172823,"Số 37 Đường 868- Khu 1, Phường 1, Thị Xã Cai Lậy, Tỉnh Tiền Giang"
400087647,"19 Đường nối Tân Sơn Nhì - Trương Vĩnh Ký, P. TSN, Q. TP, Tp.HCM"
400063352,"362/1A Ung Văn Khiêm, P.25, Q.Bình Thạnh, Tp.HCM"
400136674,"22/12 TRẦN HƯNG ĐẠO, P6, TP.TUY HÒA, PHÚ YÊN"
400015876,"MỸ TÂN, MỸ XUÂN, TÂN THÀNH, BRVT"
400009923,"318 Điện Biên Phủ, P.11, Q.10, Tp. Hồ Chí Minh"
400087100,"Ấp Tân Trang, Đông Hòa, Châu Thành, Tiền Giang"
400091829,"357/10 Hậu Giang, Phường 11, Quận 6,TP.HCM"
400282415,"T1, KV1, P. Lý Thường Kiệt, Quy Nhơn, Bình Định"
400207774,"Lô Số 18-20, Đường Số 3, KCN Tân Đức, Xã Đức Hòa, Huyện Đức Hòa, Long An"
400130299,"Số 12 Nguyễn Văn Hới, Khu A2Phường Cát Bi, Hải An, Hải Phòng"
400085978,"Xã Định Trung, Huyện Bình Đại, Tỉnh Bến Tre"
400145431,"Số 55 Lê Lợi, P. Châu Phú B, TP. Châu Đốc, An Giang,TX. Châu Đốc, An Giang"
1000002164,"71 Phạm văn thuận, P.Tân Tiến, Tp.Biên Hòa, Đồng Nai"
400199867,"Ấp 3, Long Trung, Cai Lậy, Tiền Giang"
400173602,"189/65 Hoàng Hoa ThámPhường 06, Q. Bình Thạnh, TP. Hồ Chí Minh"
400066555,"Thanh Hiệp, Thanh Hòa, Cai Lậy, Tiền Giang"
400031506,"125 P.Tân Thới Hiệp KP 1, Q.12, Tp.HCM"
400208440,"Thôn 5Xã Tiên Ngọc, Huyện Tiên Phước, Tỉnh Quảng Nam"
400282937,"Khu Phố Phước Khánh, Thị Trấn Phước Mỹ Trung, Huyện Mỏ Cày Bắc, Tỉnh Bến Tre"
400272773,"Xóm Hồ Sen Khuôn, Hòa Sơn, Đô Lương, Nghệ An"
400127200,"492 ĐƯỜNG 30/4, PHƯỜNG 3, TP TÂY NINH, TỈNH TÂY NINH"
400080950,"16 Hàng Tre, Lý Thái Tổ, Hoàn Kiếm"
400223947,"Số 13, Đường An Mỹ, Tổ 24, Khu 6, P. Phú Mỹ, TP. Thủ Dầu Một, Bình Dương "
400014302,"239/63/107 Trần Văn Đang, P.11, Q.3, Tp.HCM"
400015169,"Lê Lợi, TP. Vinh, Nghệ An"
400096993,"95/29 nguyen van cu,kp 2, P.Xuân An, TX.Long Khánh, Đồng Nai"
400245785,"Căn Hộ 24.7 Lô A, Toà Nhà Vincom, 72 Lê Thánh Tôn, Phường Bến Nghé, Q1, Tp. HCMPhường Bến Nghé, Q. 1, TP. Hồ Chí Minh"
400005031,"374 Trần Hưng Đạo, Tp. Quy Nhơn, Bình Định"
400152836,"Cụm 8,Tổ Dân Phố Trung, Bắc Từ Liêm, Hà Nội"
400158918,"Thanh Nghị, Thanh Liêm, Hà Nam"
400008897,Gia Cẩm - Việt Trì - Phú Thọ
400191566,"QUẢNG CHÂU, QUẢNG TRẠCH, QUẢNG BÌNH"
3400002331,"Số 173, đường Trần Thái Tông, Phường Trần Hưng Đạo, Thành phố Thái Bình, Tỉnh Thái Bình, Việt Nam"
400089375,"HÀ YÊN, HÀ TRUNG, TH"
400082864,"Số 03 Hoàng Hoa Thám, P.6, Q. Bình Thạnh, Tp.HCM"
400283223,"Tổ 4, Hiệp Tâm 1, TT Định Quán, Huyện Định Quán, Đồng Nai"
400129643,"213A Mai Xuân Thưởng, Phường 6, Quận 6, Tp.HCM"
400122300,"28, Tổ 1, Ấp Mỹ Chánh, Xã Mỹ Đức, Huyện Châu Phú, Tỉnh An Giang"
400259453,"Thôn Nam Tân, Chư Kbô, Krông Busk, Đắk Lắk"
1300000156,"Tầng 12A Tòa Tháp Tây, Tòa Nhà Lotte Center, số 54 Liễu Giai, Phường Cống Vị, Quận Ba Đình, TP. Hà Nội"
400147387,"Thanh Trạch, Huyện Bố Trạch – Tỉnh Quảng Bình"
400114728,Số 45/47 - Đ.Lê Lợi - TP Vinh - Nghệ An
400156596,"173/20/5 Tân Sơn NhìPhường Tân Sơn Nhì, Q. Tân Phú, TP. Hồ Chí Minh"
400181980,"116 Đường N3,KDC Bicosi,Khu Phố Tân Thắng Tân Bình,Dĩ An,Bình Dương"
400226373,"HẠ LONG, QUẢNG NINH "
400089295,CHÂU CƯỜNG - QUỲ HỢP - NGHỆ AN
400099867,"75 TÂN XUÂN, P.8, Q. TB, TP. HCM"
400273894,"Bình Long, Mỹ Hiệp, Phù Mỹ, Bình Định"
400021097,"Thị Trấn Phú Hòa, Huyện Chưpah"
400171401,"Phú Long, Châu Thành, Đồng Tháp"
400053145,"07/08 ĐƯỜNG SỐ 3 ,KCN VIỆT NAM SINGAPORE, TX. THUẬN AN , BD"
400182698,"71 Phổ QuangPhường 02, Q. Tân Bình, TP. Hồ Chí Minh"
400084323,"Hoà Ninh, Long Hồ, Vĩnh Long."
400114095,"Yên Tho, Ý Yên, Nam Định"
400178031,"159 Trần Trọng Cung, KDC Nam LongPhường Tân Thuận Ðông, Q. 7, TP. Hồ Chí Minh"
400022329,01 PHẠM HỒNG THÁI P.2 Q.TÂN BÌNH TPHCM
400110259,"1/3A Đồng Khởi, Tân Mai, Biên Hòa"
400209979,"Đội 4, Ấp Đông Kim, Xã Gia Kiệm, Thống Nhất, Đồng Nai"
400269753,"HOÀ ĐỒNG, TÂY HOÀ, PHÚ YÊN  "
400103733,"30/3A, KP 2, P. QUYẾT THẮNG, BIÊN HÒA"
400103992,"Mỹ Lợi, Nhị Mỹ, Cai Lậy, Tiền Giang"
400067105,"336/111/13A PHAN VĂN TRỊ, P.11, Q. BÌNH THẠNH, TP. HCM"
400020129,"Cẩm Nam, Cẩm Xuyên, Hà Tĩnh"
400105685,KP5 - MŨI NÉ - PHAN THIẾT - BÌNH THUẬN
1000003470,"1073 Phạm Thế Hiển, Phường 05, Quận 08, TPHCM"
400097346,"1509,tổ 43 Trần Cao Vân, Xã Bàu Hàm 2, H.Thống Nhất,Đồng Nai"
400208823,"Thôn Cừa Quán, An Hòa Thịnh, Hương Sơn, Hà Tĩnh"
400246520,"Bản Tưn, Xuân Nha, Vân Hồ, Sơn La."
400157354,"Văn TâmThị trấn Đinh Văn, Lâm Hà, Lâm Ðồng"
400217597,"Nam Hà, Hiến Thành, Kinh Môn, Hải Dương"
400271869,"126A Khu Phố 2, Phường Thạnh Xuân, Quận 12, Tp.HCM"
400244011,"82A Nguyễn Trọng Tuyển, Phường 15, Quận Phú Nhuận, Tp. Hồ Chí Minh"
400138584,P. TAN GIANG-TP HA TINH
400201233,"Khu Tập Thể Viện Quân Y 110, Đáp Cầu, TP. Bắc Ninh, Bắc Ninh"
400263382,"Thôn Trung, Xã Vạn Ninh, Móng Cái, Quảng Ninh"
400180038,"45/11 Tô Ngọc Vân, kp 4, phường Linh Tây, quận Thủ đức"
400209391,"Lô 8 Đường D, Khu Công Nghiệp Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, Thành Phố Hồ Chí Minh"
400251557,"Số 01, Phạm Công Khiêm, KP1, P3, TP. Tây Ninh"
300006290,Duy Sơn- Duy Xuyên- Quảng NamDuy Sơn- Duy Xuyên- Quảng Nam
400089552,"Trà Cai, Hòa Thuận, Tam Kỳ, Quảng Nam"
400117175,TỔ 65 - AN KHÊ - THANH KHÊ - ĐÀ NẴNG
400064694,Hạt Kiểm lâm Duy Xuyên
400226668,"220/66 Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp.HCM"
400081994,24 LÊ LỢI - TP QUẢNG NGÃI
400060862,"51 BÙI HUY ÍCH, P.12, Q.8, TP.HCM"
400257075,"Phước Thiện, Tân Thiện, Đồng Xoài, Bình Phước"
400010578,HAI BÀ TRƯNGHN
400278671,"HÒA THẮNG,PHÚ HÒA,PHÚ YÊN"
400007021,"P.606 Lô B, 4 Nguyễn Đình Chiểu, P. Đa Kao,Quận 1, Tp. Hồ Chí Minh"
400174412,"Thôn 3Xã Nghĩa Dũng, TP. Quảng Ngãi, Quảng Ngãi"
400141430,"Ấp 3, Xã Bình Thới, Bình Đại, Bến Tre"
400279974,"Tổ 75, Khu 7, Cửa Ông, Cẩm Phả, Quảng Ninh"
400266749,"Hòa Thịnh, Tây Hòa, Phú Yên"
400077892,"264 Nguyễn An Ninh, P.7, Vũng Tàu"
400057319,SỐ 107 - PHỐ CHÙA LÁNG - LÁNG THƯỢNG - ĐỐNG ĐA - HÀ NỘI
400228528,"579A Quốc Lộ 13, KP5Phường Hiệp Bình Chánh, Q. Thủ Đức, TP. Hồ Chí Minh"
400052321,"TÂN TRỤ, LONG AN"
400145631,"27/1A Ngũ Hành SơnQ. Ngũ Hành Sơn, Ðà Nẵng"
400225072,"121/80 DX006,Phú Mỹ,Thủ Dầu Một,Bình Dương"
400143872,"27 Đường Số 9, Cư Xá Bình ThớiPhường 08, Q. 11, TP. Hồ Chí Minh"
400000879,"Ấp Quí ThànhNhị quí, Cai Lậy, Tiền Giang"
400088606," Tổ 1 khu 3, Hồng Hà, Hạ Long, QN"
400223882,197/1 Ba Đình P.8 Q.8
400281769,285/35/56 LVQ. P. BTĐ Q.Tân Bình
400060719,"23/5 KP1, Tân Kiểng, Q.7, TP. Hồ Chí MinhCông ty TNHH Showa VN"
400187155,"552-554 Lê Hồng PhongPhường 10, Q. 10, TP. Hồ Chí Minh"
400080683,"45/7 Liên Khu 8-9, Kp.9, Bình Hưng Hòa A, Q.Bình Tân, Tp.HCM"
400107158,06 - NGÔ GIA TỰ - LỘC THANH - BẢO LỘC - LĐ
400238304,"Xẫ Tam Tiến, Huyện Núi Thành, Tỉnh Quảng Nam"
400207629,"Ấp 3, Vị Tân, TP. Vị Thanh, Hậu Giang"
400212873,"KĐT Lê Hồng Phong, P. Phước Hải, TP. Nha Trang, Tình Khánh Hoà"
300005887,"195 Ấp Ông Thanh, Cây Trường, Bến Cát, Bình Dương"
400253709,"Khu 12Phường Thanh Miếu, TP. Việt Trì, Phú Thọ"
400268838,"15 Ngõ 4 Tản Đà, Nguyễn Trãi, Hà Đông, Hà Nội"
1000007026,"45-47-49 Nguyễn Lương Bằng, Khu phố Ascentia, Phường Tân Phú, Quận 7, TP Hồ Chí Minh"
400065040,"29/54 KP4, TÂN QUI, Q7, TPHCM"
400149143,"Sn 359, Đ. Giáp Hải- P. Dĩnh Kế, TP. Bắc Giang, Bắc Giang"
400245814,"Tổ 2, Đập Nước 1, Cẩm Thuỷ, Cẩm Phả, Quảng Ninh"
400208876,"Thôn 5, Hoàng Hoa, Tam Dương, Vĩnh Phúc"
100002333,"Tổ 20 Sài Đồng, Long Biên, Huyện Gia Lâm, TP Hà Nội"
400050473,"Tân Lợi, Tân Hòa Thành, Tiền Giang"
400168429,"ẤP 4, PHÚ CƯỜNG, CAI LẬY, TIỀN GIANG"
400112506,"Mỹ Trinh A, Hậu Mỹ Trinh, Cái Bè, Tiền Giang"
400207840,"7A/46, Thành Thái, Phường 14, Quận 10"
400175930,"Xóm ĐìnhXã Tân Hương, Phổ Yên, Thái Nguyên"
400050832,"68 Lê Đình Dương, Tp.Tam Kỳ, Quảng Nam"
400013651,"KV3,TX VỊ THANH,HẬU GIANG"
400148437,"THANH DONG, XA HAI THANH, H. TINH GIA"
400221878,Thôn Vĩnh Nam - Duy Vinh - Duy Xuyên - Quảng Nam
400166724,"Nham Kênh, Thanh Nghị, Thanh Liêm, Hà Nam"
1000003771,"2528 Quốc Lộ 1A, Ấp Thanh Hóa, Xã Hố Nai 3, Huyện Trảng Bom, Tỉnh Đồng Nai."
400008049,"Xóm 8Đậu Liêu, Hồng Lĩnh, Hà Tĩnh"
400194165," 97/1 Trung Chánh 1Xã Trung Chánh, Hóc Môn, TP. Hồ Chí Minh"
400078095,KRONG BUK - ĐAKLAK
400025657,THÔN CHI NGÃI - PHƯỜNG CỘNG HÒA - CHÍ LINH - HẢI DƯƠNG
400163635,"Tam Anh Nam, Núi Thành, Quảng Nam"
400103635,KHỐI 9 - P.HÀ HUY TẬP - TP.VINH - NGHỆ AN
3400000190,"KP Bình Phước B, Bình Chuẩn, Thuận An, Bình Dương"
400074336,KHU PHỐ 3 - PHƯỜNG 5 - ĐỒNG HÀ - QUẢNG TRỊ
400242775,"Xóm Trung Yên, Xã Diễn Ngọc, Huyện Diễn Châu, Tỉnh Nghệ An"
400168895,"Phường Bình An, TX. Dĩ An, Bình Dương"
400270623,Tdp 8 - Tân Hòa - BMT- Đăk Lăk
400193339,"27B1/2 Đường Ấp 2, Xã An Phú Tây, Huyện Bình Chánh, TP. Hồ Chí Minh"
400018928,"Thị trấn Di Lăng, huyện Sơn Hà, Tỉnh Quảng Ngãi"
400016208,"242 /63 Bà Hom, P.13, Q.6, Tp.HCM"
400177167,"Nghi Phong, Nghi Lộc, Nghệ An"
400075152,"2/9B13 KP4 P.ÐHT, Quận12, TP Hồ Chí Minh"
400237006,Tổ Dân Phố Hậu - Phường Thọ Xương - TP Bắc Giang - Tỉnh Bắc Giang
5700003258,"Thôn Vọng Sơn, xã Sơn Phú, Huyện Hương Sơn, Tỉnh Hà Tĩnh"
400203902,"Khả Lý Thượng, Quảng Minh, Việt Yên , Bắc Giang"
400071469,"41/12 Trần Kế Xương, Phường 3, Q.Bình Thạnh, TPHCM"
400259033,"Tổ 7, Phú Nghị, Hòa Lợi, Bến Cát, Bình Dương."
400099903,"An Bình, Phú Giáo, BD"
400155308,"Ấp 1, Xã Tân Thạnh Tây, Huyện Củ Chi, Tp.Hồ Chí Minh"
400274687,"Phú Hoà, Ninh Quang, Ninh Hoà, Khánh Hoà"
9900000127,BEN VAN DONQ4 TP HO CHI MINH
400068770,"51 Phạm Xuân Hòa, TP Quảng Ngãi"
400255972,"Tây Khánh 1, Mỹ Hòa, Thành Phố Long Xuyên, An Giang"
400172738,"Ấp Bến Đình, An Đức,Ba Tri,Bến Tre"
400140808,"106D/34 LẠC LONG QUÂN, P3, Q11, Tp.HCM"
400148725,"Hưng Thạnh, Tân Phước, Tiền Giang"
400099588,Đường Cử Luyện - Phường 5 - Tp Tân An - Long An
400219993,"39A Trịnh PhongPhường Tân Lập, TP. Nha Trang, Khánh Hòa"
400014986,"9 Đinh Tiên Hoàng, P. Đa Kao, Q. 1"
400274577,"Số 44 Ngõ 128 Hàm Tử Quan, Phường Phúc Tân, Quận Hoàng Kiếm, Hà Nội. "
400068044,21 HÀ HUY TẬP - TP. HÀ TĨNH
400146371,"20 Dương Quảng Hàm ( Đường 7B Cũ)Phường Phước Long, TP. Nha Trang, Khánh Hòa"
400228126,"Thôn Cầu Trang, Xã Bắc Lý, Huyện Hiệp Hòa, Bắc Giang"
400128734,"7/11 Trần Quang KhảiPhường Hà Huy Tập, TP. Vinh, Nghệ An"
400081894,Bình Mai - Nghĩa Bình - Nghĩa Đàn - Nghệ An
400167425,"Thôn 6Xã Tam Giang, Núi Thành, Quảng Nam"
400084057,"Tam Nghĩa, Núi Thành, Quảng Nam"
400165641,"1/4 Bis Nhà Chung, P.3, Đà Lạt, Lâm Đồng"
400007947,"344/646 CMT8, Phường 5, Q. Tân Bình"
400193542,"Khối 7TT. Phước An, Krông Pắk, Đắk Lắk"
400090280,"41D14 Đường 30/4, P9, TPVT"
400089794,"59 CMT8, KV 2, Phường An Hòa, Quận Ninh Kiều,TP.Cần Thơ"
400123981,"ấp Chợ, Xã Tân Phú Trung, H.Củ Chi, TP.HCM"
400169154,"THÁI SƠN, AN LÃO, HẢI PHÒNG"
400143268,"Dương SơnXã Hoà Châu, Hoà Vang, Ðà Nẵng"
400251713,".Xã Nghĩa Ninh, TP. Đồng Hới, Quảng Bình"
1000004902,"Số 10, Nguyễn Đăng Đạo, Phường Tiền An, Thành phố Bắc Ninh, Tỉnh Bắc Ninh, Việt Nam"
3400001516,"Khu Hạ Đoạn 1,P.Đông Hải 2,Quận Hải An,Hải PhòngKhu Hạ Đoạn 1,P.Đông Hải 2,Quận Hải An,Hải PhòngKhu Hạ Đoạn 1,P.Đông Hải 2,Quận Hải An,Hải Phòng"
400282809,"Tam Quang, Núi Thành, Quảng Nam"
400198780,"417/8 Nguyễn Hữu CảnhP. 10, TP. Vũng Tàu, Bà Rịa - Vũng Tàu"
400119388,"189C2 NGUYEN VAN HUONG ST., THAO DIEN WARD, DISTRICT 2HO CHI MINH CITY, VIETNAM"
400227633,"Tổ 3, Khối Phố 7, Bình Tân , Thị Xã La Gi, Bình Thuận"
400115027,"TRUNG NGHĨA, VŨNG LIÊM, VĨNH LONG"
100002139,"102E Nguyễn Xuân Khoát, P. Tân Thành, Q. Tân Phú, TPHCM.102E Nguyễn Xuân Khoát, P. Tân Thành, Q. Tân Phú, TPHCM.102E Nguyễn Xuân Khoát, P. Tân Thành, Q. Tân Phú, TPHCM."
400126660,ĐK NINH THUẬN
400163641,"Số 72 Ngõ 157Phaos Đài LángPhường Láng Thượng, Q. Đống Đa, Hà Nội"
400164634,"Tổ 11P. Hoà Thọ Đông, Q. Cẩm Lệ, Ðà Nẵng"
400049448,"X5, QUỲNH LÂM, QUỲNH LƯU, NGHỆ AN"
400002897,"NGUYEN XA , MINH KHAI,TU LIEM, HA NOI"
400133248,"ĐÔNG HẢIPhường Đông Hải 1, Hải An, Hải Phòng"
400058011,70 Đào Duy Từ - Hải Tân - TP.Hải Dương
400114133,"01 Bùi Thị Xuân, Tp.Phan Thiết, Bình Thuận"
400132911,"135/17/44 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh,  Tp.HCM"
1000005791,"Số 43 đường Nguyễn Văn Huyên, tổ 22, phường Quan Hoa, quận Cầu Giấy,thành phố Hà Nội (Cũ Số 253 Cầu Giấy, phường Dịch Vọng, Cầu Giấy, HN)"
400192566,"NTR-05.01, Newton Building, 38 Trương Quốc DungPhường 08, Q. Phú Nhuận, TP. Hồ Chí Minh"
400113540,"CÔNG TY CỔ PHẦN TM DV CÁT VÀNGĐường Thanh Niên, Cửa Đại, Hội An, Quảng Nam"
